Path,Label,SampleID,Location,DateCollected,DateReceived,Latitude,Longitude,TissueType,Comments,SpeciesID,CommonName,Lyoph?,Original DNA Plate,Original Plate Well,[Mini] ng/ul,DNA PLATE,DNA PLATE POSITION,[DNA] ng/ul,DNA Yield (ug) (100ul vol),Counts,SubCounts,Stat1,Stat2,Mapped,Index
/home/djprince/active_projects/spineflower/1004_alignments/MC06_sorted_proper_rmdup.bam,MC06,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H09,NA,Spineflower 3,D12,22.8,2.3,701255,59319,2978630,2880261,701255,173
/home/djprince/active_projects/spineflower/1004_alignments/MC07_sorted_proper_rmdup.bam,MC07,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,A10,NA,Spineflower 3,E12,17.6,1.8,743460,59877,3742303,3673492,743460,174
/home/djprince/active_projects/spineflower/1004_alignments/MC08_sorted_proper_rmdup.bam,MC08,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B10,NA,Spineflower 3,F12,30.8,3.1,687179,59972,3046112,2981013,687179,175
/home/djprince/active_projects/spineflower/1004_alignments/MC09_sorted_proper_rmdup.bam,MC09,F2,"Newhall, Entrada",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,C10,NA,Spineflower 3,G12,26.9,2.7,565944,60157,2125125,2080134,565944,176
/home/djprince/active_projects/spineflower/1004_alignments/MC10_sorted_proper_rmdup.bam,MC10,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,D10,NA,Spineflower 3,H12,23.1,2.3,321272,60129,1106359,1062374,321272,177
/home/djprince/active_projects/spineflower/1004_alignments/MC11_sorted_proper_rmdup.bam,MC11,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,E10,NA,Spineflower 4,A01,21.1,2.1,384450,60019,1593073,1562400,384450,178
/home/djprince/active_projects/spineflower/1004_alignments/MC13_sorted_proper_rmdup.bam,MC13,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G10,NA,Spineflower 4,C01,23.4,2.3,353667,60382,1311860,1282972,353667,179
/home/djprince/active_projects/spineflower/1004_alignments/MC14_sorted_proper_rmdup.bam,MC14,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H10,NA,Spineflower 4,D01,31.8,3.2,728695,59900,3036576,2963585,728695,180
/home/djprince/active_projects/spineflower/1004_alignments/MC16_sorted_proper_rmdup.bam,MC16,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B11,NA,Spineflower 4,F01,34.7,3.5,782098,59989,3283617,3190681,782098,181
/home/djprince/active_projects/spineflower/1004_alignments/MC20_sorted_proper_rmdup.bam,MC20,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F11,NA,Spineflower 4,B02,20.2,2,666124,59781,2750457,2687217,666124,182
/home/djprince/active_projects/spineflower/1004_alignments/MC21_sorted_proper_rmdup.bam,MC21,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G11,NA,Spineflower 4,C02,17.8,1.8,668480,59366,3304544,3239631,668480,183
/home/djprince/active_projects/spineflower/1004_alignments/MC22_sorted_proper_rmdup.bam,MC22,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,H11,NA,Spineflower 4,D02,25.5,2.5,600160,59783,2495768,2448831,600160,184
/home/djprince/active_projects/spineflower/1004_alignments/MC24_sorted_proper_rmdup.bam,MC24,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,B12,NA,Spineflower 4,F02,22.5,2.2,164667,60183,429538,418414,164667,185
/home/djprince/active_projects/spineflower/1004_alignments/MC28_sorted_proper_rmdup.bam,MC28,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,F12,NA,Spineflower 4,B03,34.8,3.5,450386,60032,2079936,2035527,450386,186
/home/djprince/active_projects/spineflower/1004_alignments/MC29_sorted_proper_rmdup.bam,MC29,F11,"Newhall, Lion Canyon",1-2 April 2015,3-Apr-15,NA,NA,leaves,NA,NA,NA,yes,608,G12,NA,Spineflower 4,C03,35.5,3.5,306875,60056,1409461,1381823,306875,187
